order_id,city,courier_id,origin_lat,origin_lng,dest_lat,dest_lng,order_time,delivery_time,healthcare_product
TECH-ORD-0384,Hyderabad,C004,25.668548,78.514288,25.677437,78.523046,2024-06-01 13:13:00,2024-06-01 13:27:00,Thermometer
TECH-ORD-0385,Jaipur,C014,12.827332,84.316546,12.829192,84.32284,2024-06-02 10:42:00,2024-06-02 11:04:00,Face Mask
TECH-ORD-0386,Lucknow,C010,25.218172,79.255971,25.223302,79.257868,2024-06-03 04:47:00,2024-06-03 05:27:00,Inhaler
TECH-ORD-0387,Ahmedabad,C010,19.456587,76.029393,19.460146,76.036719,2024-06-02 18:35:00,2024-06-02 19:00:00,Glucose Meter
TECH-ORD-0388,Ahmedabad,C001,28.598123,84.073418,28.605554,84.078488,2024-06-02 23:26:00,2024-06-02 23:37:00,Vitamins
TECH-ORD-0389,Ahmedabad,C008,19.734961,80.077433,19.737255,80.084102,2024-06-01 13:42:00,2024-06-01 13:58:00,First Aid Kit
TECH-ORD-0390,Jaipur,C006,15.866314,87.470961,15.870942,87.479504,2024-06-02 19:43:00,2024-06-02 20:07:00,BP Monitor
TECH-ORD-0391,Bangalore,C016,16.579544,77.445146,16.583437,77.451234,2024-06-02 11:45:00,2024-06-02 11:55:00,Glucose Meter
TECH-ORD-0392,Hyderabad,C007,24.732526,85.131923,24.739394,85.13582,2024-06-03 08:23:00,2024-06-03 09:03:00,Thermometer
TECH-ORD-0393,Jaipur,C018,26.401806,88.276911,26.409099,88.281292,2024-06-01 08:55:00,2024-06-01 09:15:00,Glucose Meter
TECH-ORD-0394,Jaipur,C004,15.201829,79.448641,15.206647,79.451178,2024-06-02 19:48:00,2024-06-02 20:29:00,Vitamins
TECH-ORD-0395,Delhi,C018,19.266339,72.657125,19.273818,72.666047,2024-06-02 02:30:00,2024-06-02 03:13:00,BP Monitor
TECH-ORD-0396,Pune,C020,26.903949,81.460389,26.911115,81.468614,2024-06-03 08:46:00,2024-06-03 09:19:00,Glucose Meter
TECH-ORD-0397,Jaipur,C020,16.578802,79.868336,16.586283,79.877008,2024-06-01 17:14:00,2024-06-01 17:34:00,Vitamins
TECH-ORD-0398,Jaipur,C016,12.65211,79.110558,12.661903,79.114364,2024-06-01 20:48:00,2024-06-01 21:10:00,Sanitizer
TECH-ORD-0399,Mumbai,C018,19.931715,74.007851,19.933316,74.014578,2024-06-01 23:25:00,2024-06-01 23:57:00,First Aid Kit
TECH-ORD-0400,Bangalore,C007,16.955568,85.551685,16.95932,85.558305,2024-06-02 11:31:00,2024-06-02 11:57:00,BP Monitor
TECH-ORD-0401,Jaipur,C018,22.895762,75.713211,22.89871,75.715815,2024-06-02 22:28:00,2024-06-02 22:44:00,First Aid Kit
TECH-ORD-0402,Delhi,C017,22.01114,84.685704,22.017469,84.689199,2024-06-03 02:02:00,2024-06-03 02:42:00,Glucose Meter
TECH-ORD-0403,Chennai,C006,12.537596,76.194704,12.54413,76.196994,2024-06-02 16:27:00,2024-06-02 16:37:00,BP Monitor
TECH-ORD-0404,Pune,C003,27.014678,73.328602,27.021662,73.332546,2024-06-02 18:09:00,2024-06-02 18:26:00,BP Monitor
TECH-ORD-0405,Chennai,C018,18.874721,84.802422,18.883269,84.806275,2024-06-01 13:20:00,2024-06-01 13:43:00,Glucose Meter
TECH-ORD-0406,Delhi,C009,24.025042,85.853832,24.033143,85.861,2024-06-02 22:05:00,2024-06-02 22:42:00,Glucose Meter
TECH-ORD-0407,Pune,C006,12.90911,78.317827,12.916666,78.320751,2024-06-02 22:12:00,2024-06-02 22:34:00,BP Monitor
TECH-ORD-0408,Ahmedabad,C012,15.390104,84.386135,15.395838,84.387185,2024-06-02 05:11:00,2024-06-02 05:42:00,First Aid Kit
TECH-ORD-0409,Mumbai,C012,27.326335,80.489875,27.33316,80.49665,2024-06-02 11:11:00,2024-06-02 11:23:00,First Aid Kit
TECH-ORD-0410,Hyderabad,C009,22.635847,87.948401,22.645195,87.958376,2024-06-03 03:09:00,2024-06-03 03:48:00,Vitamins
TECH-ORD-0411,Kolkata,C006,20.174876,86.417644,20.17622,86.418904,2024-06-03 08:41:00,2024-06-03 09:00:00,Inhaler
TECH-ORD-0412,Delhi,C005,13.834147,85.760492,13.841543,85.76432,2024-06-02 21:08:00,2024-06-02 21:35:00,BP Monitor
TECH-ORD-0413,Chennai,C020,24.450189,77.797367,24.459268,77.79989,2024-06-03 00:03:00,2024-06-03 00:36:00,Glucose Meter
TECH-ORD-0414,Jaipur,C001,27.743586,78.913845,27.745171,78.92227,2024-06-02 18:14:00,2024-06-02 18:33:00,Inhaler
TECH-ORD-0415,Hyderabad,C003,15.298051,73.211458,15.302735,73.218176,2024-06-01 08:13:00,2024-06-01 08:42:00,Vitamins
TECH-ORD-0416,Hyderabad,C018,18.182457,77.93302,18.188553,77.938187,2024-06-01 15:56:00,2024-06-01 16:11:00,Vitamins
TECH-ORD-0417,Delhi,C003,15.516989,81.904596,15.525088,81.907554,2024-06-02 09:34:00,2024-06-02 10:13:00,Glucose Meter
TECH-ORD-0418,Mumbai,C008,17.494927,83.333452,17.502653,83.341095,2024-06-02 05:11:00,2024-06-02 05:24:00,Inhaler
TECH-ORD-0419,Ahmedabad,C010,15.379976,74.727294,15.38267,74.736246,2024-06-01 20:05:00,2024-06-01 20:33:00,Face Mask
TECH-ORD-0420,Hyderabad,C015,16.787205,80.286159,16.793982,80.291206,2024-06-03 03:04:00,2024-06-03 03:24:00,Thermometer
TECH-ORD-0421,Bangalore,C019,18.74224,81.057429,18.746363,81.065728,2024-06-02 03:42:00,2024-06-02 04:05:00,Vitamins
TECH-ORD-0422,Pune,C017,21.431481,84.316061,21.434377,84.319025,2024-06-02 01:48:00,2024-06-02 02:00:00,Inhaler
TECH-ORD-0423,Mumbai,C017,23.157778,75.465902,23.162128,75.470303,2024-06-03 00:10:00,2024-06-03 00:22:00,Face Mask
TECH-ORD-0424,Pune,C004,22.687606,86.320761,22.691618,86.327592,2024-06-01 14:50:00,2024-06-01 15:11:00,Thermometer
TECH-ORD-0425,Pune,C010,15.14152,81.192552,15.14807,81.198894,2024-06-03 07:24:00,2024-06-03 08:01:00,Vitamins
TECH-ORD-0426,Ahmedabad,C016,26.009826,76.512696,26.016933,76.516398,2024-06-01 23:59:00,2024-06-02 00:41:00,Glucose Meter
TECH-ORD-0427,Mumbai,C014,19.401036,76.784701,19.403513,76.787199,2024-06-02 04:31:00,2024-06-02 05:14:00,First Aid Kit
TECH-ORD-0428,Chennai,C019,24.676634,74.574462,24.686367,74.578246,2024-06-01 17:39:00,2024-06-01 18:11:00,Thermometer
TECH-ORD-0429,Kolkata,C013,15.171492,72.521066,15.175203,72.52279,2024-06-02 00:07:00,2024-06-02 00:30:00,First Aid Kit
TECH-ORD-0430,Ahmedabad,C003,24.232084,74.956305,24.233129,74.958739,2024-06-01 14:49:00,2024-06-01 15:29:00,Thermometer
TECH-ORD-0431,Jaipur,C013,23.823601,87.020672,23.830957,87.02854,2024-06-01 14:32:00,2024-06-01 15:06:00,Glucose Meter
TECH-ORD-0432,Delhi,C011,24.866783,74.631028,24.875161,74.638601,2024-06-02 12:59:00,2024-06-02 13:34:00,Glucose Meter
TECH-ORD-0433,Jaipur,C003,18.128653,83.141577,18.137623,83.144181,2024-06-02 00:03:00,2024-06-02 00:36:00,Inhaler
TECH-ORD-0434,Pune,C011,20.625569,72.523269,20.627265,72.52634,2024-06-02 18:07:00,2024-06-02 18:29:00,BP Monitor
TECH-ORD-0435,Bangalore,C007,17.389076,73.969918,17.391432,73.973718,2024-06-03 06:05:00,2024-06-03 06:45:00,Inhaler
TECH-ORD-0436,Bangalore,C009,28.021177,79.209263,28.029685,79.214448,2024-06-01 13:38:00,2024-06-01 14:10:00,Inhaler
TECH-ORD-0437,Mumbai,C013,25.513895,72.695863,25.518351,72.700955,2024-06-02 17:11:00,2024-06-02 17:46:00,Vitamins
TECH-ORD-0438,Ahmedabad,C002,17.410545,76.614593,17.418767,76.619645,2024-06-02 09:27:00,2024-06-02 10:07:00,Inhaler
TECH-ORD-0439,Pune,C018,28.236255,74.274068,28.244091,74.282901,2024-06-01 13:27:00,2024-06-01 13:46:00,Inhaler
TECH-ORD-0440,Bangalore,C011,27.856016,83.750577,27.862547,83.759427,2024-06-02 13:41:00,2024-06-02 13:54:00,First Aid Kit
TECH-ORD-0441,Kolkata,C010,13.144685,86.290559,13.151079,86.294883,2024-06-02 13:03:00,2024-06-02 13:34:00,Glucose Meter
TECH-ORD-0442,Hyderabad,C001,21.289663,75.332128,21.293585,75.338852,2024-06-03 00:40:00,2024-06-03 00:57:00,Inhaler
TECH-ORD-0443,Pune,C002,21.100055,78.800511,21.102189,78.802813,2024-06-02 17:41:00,2024-06-02 18:18:00,Vitamins
TECH-ORD-0444,Hyderabad,C012,28.238897,83.461484,28.247411,83.469078,2024-06-02 19:44:00,2024-06-02 20:23:00,Thermometer
TECH-ORD-0445,Bangalore,C003,17.79292,73.113246,17.801233,73.115156,2024-06-02 18:59:00,2024-06-02 19:14:00,Vitamins
TECH-ORD-0446,Pune,C010,19.353992,72.851034,19.360868,72.859981,2024-06-02 13:35:00,2024-06-02 13:52:00,Face Mask
TECH-ORD-0447,Chennai,C019,16.728088,77.327987,16.731282,77.336178,2024-06-02 09:32:00,2024-06-02 10:12:00,Glucose Meter
TECH-ORD-0448,Chennai,C014,16.94526,83.452957,16.946671,83.457546,2024-06-01 20:22:00,2024-06-01 20:50:00,Vitamins
TECH-ORD-0449,Hyderabad,C001,19.094648,72.790227,19.098051,72.796618,2024-06-03 03:20:00,2024-06-03 03:50:00,First Aid Kit
TECH-ORD-0450,Mumbai,C008,16.136582,83.775463,16.144136,83.781947,2024-06-02 15:26:00,2024-06-02 16:02:00,Face Mask
TECH-ORD-0451,Lucknow,C011,21.272772,80.058945,21.276648,80.067349,2024-06-01 18:21:00,2024-06-01 19:00:00,Vitamins
TECH-ORD-0452,Kolkata,C007,21.120095,75.201272,21.127041,75.207414,2024-06-01 13:21:00,2024-06-01 14:02:00,Vitamins
TECH-ORD-0453,Jaipur,C012,13.846682,84.389454,13.85444,84.394517,2024-06-02 15:54:00,2024-06-02 16:05:00,First Aid Kit
TECH-ORD-0454,Delhi,C020,21.977275,82.424124,21.98516,82.431886,2024-06-02 03:22:00,2024-06-02 04:07:00,Face Mask
TECH-ORD-0455,Kolkata,C008,18.577175,81.0567,18.579286,81.061262,2024-06-01 22:25:00,2024-06-01 22:42:00,Thermometer
TECH-ORD-0456,Lucknow,C010,15.399234,75.034658,15.403844,75.039334,2024-06-01 22:51:00,2024-06-01 23:27:00,BP Monitor
TECH-ORD-0457,Lucknow,C009,17.666449,78.282173,17.676092,78.290028,2024-06-02 05:41:00,2024-06-02 06:23:00,Sanitizer
TECH-ORD-0458,Jaipur,C018,18.853105,86.158278,18.86154,86.163323,2024-06-01 20:07:00,2024-06-01 20:42:00,Inhaler
TECH-ORD-0459,Hyderabad,C001,21.128465,77.804918,21.13763,77.809368,2024-06-03 04:35:00,2024-06-03 05:11:00,Sanitizer
TECH-ORD-0460,Ahmedabad,C014,15.554258,72.963946,15.559788,72.965671,2024-06-02 22:57:00,2024-06-02 23:33:00,First Aid Kit
TECH-ORD-0461,Bangalore,C011,22.381473,75.150383,22.391039,75.151588,2024-06-03 01:03:00,2024-06-03 01:37:00,Vitamins
TECH-ORD-0462,Jaipur,C017,26.480928,86.017295,26.489799,86.019872,2024-06-03 08:39:00,2024-06-03 09:01:00,Glucose Meter
TECH-ORD-0463,Pune,C005,17.240447,86.72091,17.243653,86.727339,2024-06-02 00:30:00,2024-06-02 00:51:00,BP Monitor
TECH-ORD-0464,Kolkata,C017,22.897102,85.286065,22.906281,85.289268,2024-06-03 09:17:00,2024-06-03 09:31:00,Sanitizer
TECH-ORD-0465,Bangalore,C002,23.549178,78.960317,23.553645,78.968364,2024-06-02 01:45:00,2024-06-02 02:29:00,Glucose Meter
TECH-ORD-0466,Mumbai,C020,22.973322,80.992932,22.980856,80.996569,2024-06-02 11:11:00,2024-06-02 11:23:00,Vitamins
TECH-ORD-0467,Pune,C013,24.112312,80.632371,24.114428,80.634685,2024-06-02 01:55:00,2024-06-02 02:12:00,Sanitizer
TECH-ORD-0468,Delhi,C012,19.197127,77.909282,19.200018,77.911156,2024-06-03 03:49:00,2024-06-03 04:03:00,Vitamins
TECH-ORD-0469,Kolkata,C016,24.687389,84.539775,24.691365,84.544828,2024-06-02 01:36:00,2024-06-02 02:03:00,Vitamins
TECH-ORD-0470,Lucknow,C002,24.829197,74.848002,24.833535,74.852266,2024-06-02 03:52:00,2024-06-02 04:21:00,Glucose Meter
TECH-ORD-0471,Delhi,C019,22.767889,80.052927,22.775583,80.060182,2024-06-01 18:00:00,2024-06-01 18:28:00,Thermometer
TECH-ORD-0472,Ahmedabad,C009,22.809783,72.941334,22.816041,72.944669,2024-06-03 09:13:00,2024-06-03 09:55:00,BP Monitor
TECH-ORD-0473,Jaipur,C013,20.236432,86.812941,20.242717,86.818451,2024-06-02 19:43:00,2024-06-02 20:16:00,Inhaler
TECH-ORD-0474,Ahmedabad,C016,23.00334,86.345118,23.007759,86.352137,2024-06-01 12:25:00,2024-06-01 12:56:00,Sanitizer
TECH-ORD-0475,Chennai,C010,15.846327,74.890983,15.848403,74.893755,2024-06-02 18:03:00,2024-06-02 18:42:00,Vitamins
TECH-ORD-0476,Lucknow,C001,26.113291,85.947843,26.116347,85.950665,2024-06-03 05:20:00,2024-06-03 05:32:00,Glucose Meter
TECH-ORD-0477,Ahmedabad,C004,27.918287,80.577156,27.926907,80.582995,2024-06-01 13:25:00,2024-06-01 13:38:00,Thermometer
TECH-ORD-0478,Kolkata,C019,20.977716,76.38426,20.987143,76.392978,2024-06-01 23:35:00,2024-06-02 00:14:00,BP Monitor
TECH-ORD-0479,Delhi,C002,28.361465,76.730499,28.369065,76.739757,2024-06-01 17:02:00,2024-06-01 17:45:00,Vitamins
TECH-ORD-0480,Hyderabad,C002,15.870493,76.378201,15.872377,76.387136,2024-06-01 11:29:00,2024-06-01 11:59:00,Thermometer
TECH-ORD-0481,Mumbai,C007,20.247965,79.518177,20.25427,79.524561,2024-06-02 04:28:00,2024-06-02 04:38:00,Face Mask
TECH-ORD-0482,Lucknow,C014,26.458184,74.278778,26.460937,74.28703,2024-06-03 01:56:00,2024-06-03 02:35:00,Vitamins
TECH-ORD-0483,Bangalore,C009,24.723728,82.055062,24.729294,82.060689,2024-06-03 04:03:00,2024-06-03 04:32:00,Glucose Meter
TECH-ORD-0484,Hyderabad,C018,16.535382,76.873261,16.540342,76.883056,2024-06-01 20:26:00,2024-06-01 21:07:00,Thermometer
TECH-ORD-0485,Bangalore,C011,26.972464,80.595388,26.980308,80.602445,2024-06-01 14:27:00,2024-06-01 15:05:00,BP Monitor
TECH-ORD-0486,Pune,C018,25.817609,75.572805,25.821373,75.576553,2024-06-02 20:12:00,2024-06-02 20:52:00,BP Monitor
TECH-ORD-0487,Mumbai,C010,27.529772,75.840117,27.532499,75.844683,2024-06-01 19:43:00,2024-06-01 20:03:00,Vitamins
TECH-ORD-0488,Lucknow,C006,17.775512,80.713719,17.780264,80.721257,2024-06-01 23:36:00,2024-06-02 00:02:00,Sanitizer
TECH-ORD-0489,Kolkata,C010,18.511351,77.37568,18.515189,77.379452,2024-06-02 22:27:00,2024-06-02 23:02:00,Thermometer
TECH-ORD-0490,Ahmedabad,C001,24.857382,78.921962,24.86563,78.931737,2024-06-02 02:43:00,2024-06-02 02:54:00,Thermometer
TECH-ORD-0491,Chennai,C007,23.231936,76.55975,23.236783,76.564192,2024-06-02 22:05:00,2024-06-02 22:50:00,Vitamins
TECH-ORD-0492,Chennai,C007,22.499884,79.489129,22.502328,79.496634,2024-06-03 09:14:00,2024-06-03 09:54:00,Glucose Meter
TECH-ORD-0493,Bangalore,C013,23.642116,86.946912,23.648577,86.951287,2024-06-01 14:55:00,2024-06-01 15:08:00,Glucose Meter
TECH-ORD-0494,Pune,C009,21.209595,79.465614,21.218523,79.46728,2024-06-03 10:00:00,2024-06-03 10:36:00,Glucose Meter
TECH-ORD-0495,Delhi,C005,22.056131,81.626766,22.060082,81.632686,2024-06-03 05:06:00,2024-06-03 05:32:00,BP Monitor
TECH-ORD-0496,Jaipur,C017,25.733231,83.469563,25.742068,83.476856,2024-06-02 05:25:00,2024-06-02 05:58:00,Glucose Meter
TECH-ORD-0497,Kolkata,C007,15.482285,79.94305,15.489384,79.950387,2024-06-02 01:25:00,2024-06-02 01:36:00,BP Monitor
TECH-ORD-0498,Delhi,C004,22.910413,79.300524,22.918898,79.302066,2024-06-02 18:58:00,2024-06-02 19:31:00,First Aid Kit
TECH-ORD-0499,Bangalore,C019,19.582836,73.016101,19.590948,73.02153,2024-06-02 23:14:00,2024-06-02 23:45:00,Vitamins
TECH-ORD-0500,Mumbai,C003,21.663582,87.990853,21.671769,87.99947,2024-06-01 13:59:00,2024-06-01 14:38:00,First Aid Kit
TECH-ORD-0501,Lucknow,C007,24.679518,84.69267,24.68458,84.701595,2024-06-01 18:23:00,2024-06-01 18:54:00,Sanitizer
TECH-ORD-0502,Mumbai,C006,22.99556,77.906826,23.003942,77.911718,2024-06-01 09:27:00,2024-06-01 10:02:00,BP Monitor
TECH-ORD-0503,Lucknow,C010,12.593312,85.663245,12.598156,85.666574,2024-06-01 23:12:00,2024-06-01 23:42:00,BP Monitor
TECH-ORD-0504,Jaipur,C015,23.094956,75.693779,23.103995,75.701213,2024-06-02 23:22:00,2024-06-02 23:41:00,Vitamins
TECH-ORD-0505,Chennai,C005,15.83006,75.389267,15.838662,75.397282,2024-06-02 20:52:00,2024-06-02 21:24:00,Glucose Meter
TECH-ORD-0506,Mumbai,C011,26.606171,87.256636,26.608641,87.266555,2024-06-01 23:54:00,2024-06-02 00:17:00,Inhaler
TECH-ORD-0507,Pune,C001,14.72325,86.798869,14.727626,86.803865,2024-06-01 22:14:00,2024-06-01 22:48:00,Face Mask
TECH-ORD-0508,Bangalore,C015,19.609879,75.660144,19.612001,75.669867,2024-06-02 18:35:00,2024-06-02 19:18:00,First Aid Kit
TECH-ORD-0509,Mumbai,C006,24.756805,74.415794,24.764552,74.419646,2024-06-01 21:02:00,2024-06-01 21:25:00,Glucose Meter
TECH-ORD-0510,Mumbai,C017,18.321947,76.558163,18.323013,76.566394,2024-06-02 11:19:00,2024-06-02 11:35:00,Inhaler
TECH-ORD-0511,Pune,C012,27.819538,85.807857,27.823244,85.817854,2024-06-01 13:45:00,2024-06-01 14:19:00,Inhaler
TECH-ORD-0512,Kolkata,C001,27.914155,76.864452,27.916422,76.867693,2024-06-02 22:32:00,2024-06-02 22:42:00,Thermometer
TECH-ORD-0513,Delhi,C017,15.02853,83.54284,15.036752,83.551637,2024-06-03 05:07:00,2024-06-03 05:35:00,Glucose Meter
TECH-ORD-0514,Pune,C020,19.214446,75.012701,19.224133,75.020378,2024-06-03 05:38:00,2024-06-03 05:59:00,Inhaler
TECH-ORD-0515,Pune,C004,25.236301,72.974757,25.24066,72.98333,2024-06-03 02:27:00,2024-06-03 02:57:00,Face Mask
TECH-ORD-0516,Bangalore,C001,17.862314,86.639686,17.871536,86.641104,2024-06-02 09:44:00,2024-06-02 10:27:00,Glucose Meter
TECH-ORD-0517,Delhi,C006,14.116321,78.042194,14.117918,78.051912,2024-06-02 15:42:00,2024-06-02 16:18:00,Inhaler
TECH-ORD-0518,Jaipur,C015,14.680105,82.088239,14.68533,82.097365,2024-06-01 16:45:00,2024-06-01 17:15:00,Vitamins
TECH-ORD-0519,Jaipur,C012,27.993795,83.127924,28.002275,83.134065,2024-06-01 16:35:00,2024-06-01 16:59:00,Thermometer
TECH-ORD-0520,Jaipur,C005,25.551433,74.772133,25.558889,74.775673,2024-06-03 01:59:00,2024-06-03 02:15:00,Sanitizer
TECH-ORD-0521,Chennai,C008,16.556888,84.111691,16.562047,84.118008,2024-06-02 19:17:00,2024-06-02 19:44:00,Glucose Meter
TECH-ORD-0522,Delhi,C011,19.338327,83.021802,19.339635,83.030956,2024-06-02 10:17:00,2024-06-02 10:30:00,Sanitizer
TECH-ORD-0523,Chennai,C006,12.73872,82.585384,12.74329,82.586489,2024-06-02 16:49:00,2024-06-02 17:29:00,Inhaler
TECH-ORD-0524,Pune,C007,22.686693,85.489175,22.689627,85.495767,2024-06-02 21:15:00,2024-06-02 21:53:00,Thermometer
TECH-ORD-0525,Mumbai,C009,23.115207,80.690339,23.117884,80.694408,2024-06-02 17:16:00,2024-06-02 18:01:00,Sanitizer
TECH-ORD-0526,Kolkata,C004,23.322187,77.935025,23.326476,77.941806,2024-06-02 21:05:00,2024-06-02 21:23:00,Vitamins
TECH-ORD-0527,Mumbai,C008,28.288829,85.702493,28.290966,85.706622,2024-06-02 14:53:00,2024-06-02 15:30:00,Face Mask
TECH-ORD-0528,Jaipur,C003,28.147592,87.956109,28.156562,87.961707,2024-06-01 17:40:00,2024-06-01 18:04:00,BP Monitor
TECH-ORD-0529,Bangalore,C007,24.383298,78.120626,24.392038,78.126351,2024-06-02 20:23:00,2024-06-02 20:56:00,Glucose Meter
TECH-ORD-0530,Jaipur,C008,23.73119,88.348255,23.738314,88.354969,2024-06-03 02:12:00,2024-06-03 02:36:00,Face Mask
TECH-ORD-0531,Delhi,C018,27.770676,82.189251,27.780308,82.198791,2024-06-02 04:14:00,2024-06-02 04:48:00,First Aid Kit
TECH-ORD-0532,Jaipur,C014,26.971383,79.950029,26.972386,79.953291,2024-06-02 21:56:00,2024-06-02 22:25:00,Face Mask
TECH-ORD-0533,Chennai,C020,22.127659,73.555161,22.132988,73.557604,2024-06-02 00:33:00,2024-06-02 01:08:00,BP Monitor
TECH-ORD-0534,Delhi,C014,18.840881,75.566014,18.850551,75.5695,2024-06-02 11:24:00,2024-06-02 11:41:00,Vitamins
TECH-ORD-0535,Lucknow,C005,15.829973,74.760844,15.836704,74.766529,2024-06-02 19:47:00,2024-06-02 20:03:00,First Aid Kit
TECH-ORD-0536,Lucknow,C016,16.26778,79.46935,16.27427,79.471733,2024-06-03 09:09:00,2024-06-03 09:40:00,Inhaler
TECH-ORD-0537,Hyderabad,C002,18.672584,86.668087,18.678849,86.676973,2024-06-03 07:12:00,2024-06-03 07:53:00,Glucose Meter
TECH-ORD-0538,Hyderabad,C008,20.974632,73.917505,20.983418,73.920676,2024-06-03 05:23:00,2024-06-03 06:04:00,Inhaler
TECH-ORD-0539,Ahmedabad,C014,13.42317,74.179369,13.430762,74.188512,2024-06-03 03:42:00,2024-06-03 04:24:00,Thermometer
TECH-ORD-0540,Pune,C014,23.302185,76.485119,23.309603,76.490489,2024-06-02 23:59:00,2024-06-03 00:40:00,Inhaler
TECH-ORD-0541,Chennai,C019,19.536972,76.732016,19.542363,76.738476,2024-06-02 22:36:00,2024-06-02 23:10:00,Inhaler
TECH-ORD-0542,Lucknow,C017,26.591216,83.106313,26.59976,83.113097,2024-06-01 14:43:00,2024-06-01 14:59:00,Inhaler
TECH-ORD-0543,Mumbai,C008,18.351429,83.192926,18.355973,83.200625,2024-06-02 07:42:00,2024-06-02 08:20:00,Sanitizer
TECH-ORD-0544,Kolkata,C019,26.485236,73.098797,26.492936,73.103683,2024-06-01 09:45:00,2024-06-01 10:08:00,Face Mask
TECH-ORD-0545,Lucknow,C006,12.883116,87.549015,12.891333,87.556576,2024-06-02 01:18:00,2024-06-02 01:50:00,Face Mask
TECH-ORD-0546,Pune,C012,28.270909,76.445303,28.276033,76.455222,2024-06-02 01:57:00,2024-06-02 02:17:00,Thermometer
TECH-ORD-0547,Chennai,C018,24.983542,81.199742,24.987679,81.208081,2024-06-02 18:07:00,2024-06-02 18:22:00,Thermometer
TECH-ORD-0548,Pune,C012,22.492449,84.258315,22.500907,84.260226,2024-06-03 09:17:00,2024-06-03 09:32:00,Vitamins
TECH-ORD-0549,Ahmedabad,C011,22.578287,82.661696,22.586991,82.667065,2024-06-02 07:00:00,2024-06-02 07:38:00,Inhaler
TECH-ORD-0550,Pune,C006,28.033025,77.633517,28.042204,77.640819,2024-06-02 22:15:00,2024-06-02 22:43:00,Glucose Meter
TECH-ORD-0551,Jaipur,C018,15.37363,82.325556,15.381035,82.334788,2024-06-03 05:16:00,2024-06-03 05:51:00,Sanitizer
TECH-ORD-0552,Hyderabad,C005,24.095322,80.980386,24.097255,80.989991,2024-06-02 04:03:00,2024-06-02 04:18:00,BP Monitor
TECH-ORD-0553,Pune,C008,19.670044,73.151639,19.673508,73.157089,2024-06-03 07:27:00,2024-06-03 07:51:00,BP Monitor
TECH-ORD-0554,Chennai,C008,19.626673,85.399189,19.636354,85.407906,2024-06-02 16:59:00,2024-06-02 17:37:00,Sanitizer
TECH-ORD-0555,Ahmedabad,C018,21.42811,81.539521,21.434338,81.546166,2024-06-02 10:25:00,2024-06-02 10:51:00,First Aid Kit
TECH-ORD-0556,Pune,C009,19.495808,78.290475,19.501672,78.292168,2024-06-03 07:19:00,2024-06-03 07:37:00,Thermometer
TECH-ORD-0557,Pune,C008,25.379957,81.713789,25.389827,81.721164,2024-06-02 20:32:00,2024-06-02 21:02:00,Inhaler
TECH-ORD-0558,Mumbai,C020,16.194799,78.04818,16.203188,78.051196,2024-06-02 02:22:00,2024-06-02 02:35:00,Face Mask
TECH-ORD-0559,Kolkata,C020,19.584803,81.907816,19.586002,81.912853,2024-06-03 04:23:00,2024-06-03 04:36:00,First Aid Kit
TECH-ORD-0560,Pune,C016,26.55839,74.842602,26.56586,74.84873,2024-06-03 09:40:00,2024-06-03 09:51:00,Glucose Meter
TECH-ORD-0561,Lucknow,C016,19.472114,84.651332,19.47907,84.65512,2024-06-03 07:35:00,2024-06-03 08:04:00,Inhaler
TECH-ORD-0562,Pune,C008,21.740615,86.420787,21.746471,86.427919,2024-06-02 05:28:00,2024-06-02 05:38:00,First Aid Kit
TECH-ORD-0563,Lucknow,C002,24.028636,78.207304,24.03516,78.213072,2024-06-03 09:51:00,2024-06-03 10:11:00,First Aid Kit
TECH-ORD-0564,Chennai,C008,28.382259,84.809089,28.383525,84.818448,2024-06-03 09:44:00,2024-06-03 10:01:00,Glucose Meter
TECH-ORD-0565,Pune,C003,14.029434,78.920236,14.037678,78.924668,2024-06-02 16:23:00,2024-06-02 16:41:00,Thermometer
TECH-ORD-0566,Pune,C006,14.057131,78.154577,14.062628,78.157238,2024-06-02 11:24:00,2024-06-02 11:46:00,First Aid Kit
TECH-ORD-0567,Chennai,C012,28.464098,82.569853,28.469813,82.571036,2024-06-03 01:22:00,2024-06-03 01:35:00,Inhaler
TECH-ORD-0568,Jaipur,C002,23.549938,74.027999,23.551051,74.03194,2024-06-02 04:54:00,2024-06-02 05:05:00,Sanitizer
TECH-ORD-0569,Lucknow,C019,18.565791,73.606018,18.571275,73.611835,2024-06-02 07:34:00,2024-06-02 07:50:00,BP Monitor
TECH-ORD-0570,Delhi,C020,18.56034,75.320079,18.568288,75.325645,2024-06-02 14:23:00,2024-06-02 14:34:00,Inhaler
TECH-ORD-0571,Lucknow,C002,27.65762,86.615319,27.667029,86.624734,2024-06-01 15:21:00,2024-06-01 15:53:00,Face Mask
TECH-ORD-0572,Delhi,C019,20.899472,86.815737,20.909448,86.825017,2024-06-02 15:02:00,2024-06-02 15:47:00,BP Monitor
TECH-ORD-0573,Ahmedabad,C015,27.784289,83.127335,27.786562,83.136979,2024-06-02 17:30:00,2024-06-02 17:52:00,Thermometer
TECH-ORD-0574,Ahmedabad,C002,18.313229,87.080325,18.322416,87.087694,2024-06-03 00:21:00,2024-06-03 00:37:00,Face Mask
TECH-ORD-0575,Jaipur,C003,23.249451,77.598295,23.255238,77.602843,2024-06-02 21:17:00,2024-06-02 21:39:00,Face Mask
